"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3875","@API API Testing using Playwright to place the order","","2026-02-05","passed","2026-02-05","","13NetworkInterceptTest.spec.js","",""
